study_hours_per_week,lecture_attendance,homework_avg,midterm_score,practice_solved,sleep_hours_per_night,days_before_exam,group_project_score,extra_consultations,motivation_level,exam_grade
8,68,4.2,72,86,5.2,16,67,5,0,5
12,86,5.0,37,80,6.1,9,68,6,1,5
32,66,4.4,88,21,6.4,6,99,6,0,5
30,44,9.8,67,61,9.7,5,63,10,0,5
14,98,3.4100000000000006,28,55,6.6,4,65,2,2,5
32,95,8.14,73,85,7.5,20,49,4,2,5
3,70,6.6,54,99,9.5,21,71,0,0,5
16,61,5.83,65,71,7.1,18,46,0,2,5
12,74,9.2,20,7,5.5,16,67,1,0,5
35,93,8.47,60,61,6.3,24,12,1,2,5
5,46,10.0,92,77,6.3,28,13,6,1,5
12,45,4.2,51,23,8.3,7,8,4,0,5
30,65,3.6,96,21,5.8,14,27,2,0,5
3,93,4.4,59,14,8.4,30,37,6,2,5
17,40,4.9,30,83,9.3,23,11,2,0,5
14,58,5.9,81,90,6.0,17,91,2,0,5
38,46,9.0,65,27,4.8,8,12,3,0,4
18,75,5.5,67,21,7.8,11,20,4,2,5
22,51,10.340000000000002,62,30,6.2,17,54,7,2,5
20,59,6.2,70,72,7.2,14,37,8,0,5
8,62,7.5,80,61,7.8,9,51,4,1,5
39,64,4.9,61,86,6.4,6,25,7,1,5
9,69,4.1,45,68,9.5,8,88,2,0,5
14,98,9.1,30,38,6.4,17,21,10,1,5
38,100,3.8,44,80,5.8,22,50,6,0,5
3,68,9.240000000000002,59,39,9.3,13,71,2,2,5
12,70,7.1,44,68,4.8,13,36,9,1,4
25,57,9.0,94,54,4.7,17,44,2,1,4
7,80,8.0,93,70,9.6,19,85,3,0,5
27,58,5.0,71,63,5.3,2,76,1,0,5
8,93,7.700000000000001,22,7,4.9,30,36,6,2,4
20,43,3.1,58,70,7.2,18,13,5,1,5
7,40,6.3,54,85,4.3,4,17,10,1,4
30,80,3.6,59,43,7.7,7,96,2,1,5
3,98,6.0,41,37,6.7,28,6,0,1,5
20,54,3.8,81,20,7.8,16,73,9,0,5
5,93,10.67,38,3,5.7,19,59,2,2,5
7,47,6.7,33,31,9.4,15,57,3,1,5
38,54,10.340000000000002,69,54,5.6,23,93,9,2,5
29,54,3.2,81,92,7.8,25,54,0,0,5
31,89,7.5,62,59,9.7,14,33,7,0,5
8,78,5.1,74,58,6.4,13,44,1,0,5
10,61,6.6000000000000005,59,93,5.0,20,2,2,2,5
26,57,10.01,31,66,4.4,7,39,4,2,4
34,55,9.9,84,4,9.8,15,75,8,1,5
2,41,5.170000000000001,53,82,8.6,1,99,5,2,5
7,75,10.56,42,71,9.5,2,52,2,2,5
19,59,7.8,90,36,8.2,24,30,2,1,5
11,55,9.7,26,94,6.1,3,22,7,0,5
29,42,6.9,84,26,4.7,21,71,3,0,4
12,95,10.67,37,12,9.6,24,64,4,2,5
34,69,9.2,27,5,6.9,5,54,3,1,5
2,94,4.29,61,64,6.4,16,98,10,2,5
14,41,5.720000000000001,20,29,7.5,28,78,8,2,5
38,74,4.7,98,74,4.6,17,91,7,0,4
21,65,7.0,34,51,5.9,29,11,6,1,5
2,96,9.46,47,40,7.8,18,0,3,2,5
4,100,9.13,55,94,4.6,26,10,8,2,4
19,44,8.91,65,79,4.8,16,50,10,2,4
15,41,5.6,96,14,7.1,11,100,7,0,5
32,90,4.0,40,4,7.7,3,65,7,0,5
28,95,4.95,68,14,5.1,10,44,9,2,5
18,59,8.2,58,0,4.2,18,98,1,1,4
30,73,4.0,57,14,9.8,16,71,4,0,5
37,73,5.06,28,99,4.2,9,30,5,2,4
38,93,6.0,39,59,4.0,21,84,5,0,4
27,95,3.5,27,47,5.9,1,52,8,0,5
18,94,4.95,33,53,5.3,11,44,3,2,5
23,59,4.0,81,54,7.4,11,66,6,0,5
26,89,9.7,54,71,9.4,27,88,8,0,5
3,64,4.73,74,85,6.9,13,40,4,2,5
23,59,9.0,64,26,8.6,28,27,10,0,5
6,64,4.18,40,97,9.5,8,61,5,2,5
5,92,10.01,72,29,5.1,19,91,0,2,5
37,53,7.920000000000001,73,75,6.9,27,1,6,2,5
7,99,8.9,62,59,7.9,9,71,4,0,5
22,86,9.1,25,65,6.0,25,64,3,1,5
14,83,7.2,74,45,8.4,28,20,2,1,5
38,82,9.4,63,51,8.2,6,14,0,0,5
26,82,7.1,87,85,6.5,4,54,4,0,5
27,78,8.8,23,80,4.5,28,7,2,2,4
21,51,5.9,82,34,4.1,28,85,7,1,4
34,87,9.4,77,41,6.2,9,19,3,1,5
15,44,8.8,73,55,4.5,27,76,2,0,4
37,41,4.620000000000001,100,44,8.7,25,63,0,2,5
18,93,7.0,57,51,6.0,15,89,9,0,5
22,55,9.3,79,22,8.0,18,38,1,0,5
17,94,8.6,71,28,6.1,26,6,9,1,5
17,69,9.7,48,28,8.8,22,56,1,0,5
21,86,4.6,59,56,9.3,27,74,0,1,5
30,82,5.6,90,18,9.0,4,30,7,0,5
29,100,6.6,27,80,6.9,19,33,4,1,5
9,77,4.6,54,7,4.5,26,74,1,1,4
25,84,5.8,35,49,6.2,16,87,7,1,5
4,90,6.8,37,6,6.5,6,88,9,1,5
26,81,4.73,78,10,9.8,27,50,4,2,5
20,63,4.8,53,66,7.4,12,55,9,1,5
34,90,4.29,23,65,7.8,15,96,4,2,5
3,69,8.8,88,82,8.7,15,28,1,2,5
16,76,5.5,97,27,7.4,15,62,7,0,5
23,96,4.5,84,55,7.6,16,84,2,1,5
11,98,6.6,80,27,5.5,30,32,3,0,5
19,92,3.5,65,88,4.4,14,44,4,0,4
23,78,9.5,40,74,8.3,8,5,9,1,5
28,50,5.1,96,39,9.1,25,36,8,1,5
14,53,9.2,57,1,6.5,28,52,1,0,5
34,62,6.5,92,75,7.3,25,1,7,0,5
6,92,9.0,100,60,5.8,2,93,4,1,5
27,55,5.170000000000001,79,75,6.7,15,56,10,2,5
14,89,4.620000000000001,55,24,5.3,29,91,8,2,5
28,60,8.9,25,100,8.6,8,95,8,0,5
15,94,4.95,58,94,7.0,11,50,9,2,5
25,94,8.2,48,53,7.3,16,90,2,0,5
4,43,5.4,46,16,4.2,8,38,8,1,4
31,72,8.2,88,47,7.7,5,21,6,0,5
36,93,10.340000000000002,28,11,5.2,20,78,8,2,5
15,100,10.89,43,60,6.3,25,42,6,2,5
13,86,6.050000000000001,82,93,6.5,4,37,7,2,5
29,53,5.6,38,1,6.7,12,63,3,1,5
30,58,9.9,49,79,5.4,10,36,4,1,5
18,98,9.0,77,64,9.1,4,99,5,1,5
22,44,3.63,59,51,6.6,19,37,3,2,5
24,75,7.0,87,33,7.7,10,70,7,1,5
21,70,4.3,51,44,7.7,29,30,4,1,5
12,84,10.0,84,0,7.6,28,43,2,1,5
35,57,4.0,53,99,7.4,29,93,0,0,5
11,83,7.590000000000001,50,51,8.9,19,13,0,2,5
11,70,8.47,78,66,8.9,19,97,7,2,5
7,94,10.56,97,97,6.5,11,51,2,2,5
37,69,8.9,45,75,7.8,23,90,10,1,5
25,60,4.7,41,55,4.6,13,86,9,1,4
13,86,7.0,53,57,4.5,21,66,3,1,4
24,69,9.7,32,90,6.9,25,4,6,0,5
28,94,8.2,74,49,9.4,2,41,0,0,5
38,80,7.8,27,100,7.9,14,93,5,0,5
7,43,8.3,81,24,8.0,20,6,0,1,5
2,44,5.3,41,11,4.9,18,17,2,1,4
7,80,8.91,75,96,6.7,27,56,3,2,5
23,84,4.6,40,72,6.4,16,73,10,0,5
25,49,6.0,68,64,8.7,24,43,6,1,5
26,66,9.2,25,55,4.8,4,97,1,0,4
16,55,3.1,54,49,7.2,1,60,7,0,5
27,69,5.9,46,86,9.5,26,96,5,1,5
9,52,4.9,59,27,9.4,3,62,9,0,5
25,75,4.4,33,2,9.1,12,31,1,0,5
39,60,8.9,93,37,6.2,23,94,2,1,5
7,84,7.9,71,63,9.6,28,27,3,1,5
36,92,3.8,98,53,8.8,3,3,5,0,5
2,79,7.15,59,35,9.1,21,14,0,2,5
37,84,6.930000000000001,62,43,9.6,18,1,4,2,5
13,54,4.4,77,43,9.6,24,22,7,2,5
39,59,8.6,22,68,5.4,4,58,6,1,5
12,59,6.16,34,92,4.8,29,22,10,2,4
13,84,8.3,64,52,8.1,17,98,2,1,5
8,94,4.3,30,12,7.4,12,90,10,0,5
12,98,5.2,58,43,6.0,20,25,1,1,5
37,44,4.07,38,3,8.1,8,33,1,2,5
32,93,4.4,98,69,4.4,25,12,9,2,4
34,93,10.12,39,50,4.3,17,39,4,2,4
14,99,4.18,90,69,6.1,14,50,7,2,5
19,71,4.07,75,10,5.2,22,9,5,2,5
25,45,9.6,97,90,8.3,20,38,5,0,5
10,69,7.5,23,53,9.7,11,89,6,0,5
32,65,3.7,28,61,8.0,8,3,0,0,5
11,76,9.8,44,58,7.9,1,81,2,0,5
3,52,4.0,66,98,4.0,21,98,10,1,4
39,68,9.240000000000002,68,60,7.1,17,51,4,2,5
16,44,3.5200000000000005,46,39,8.9,20,80,6,2,5
4,64,7.4,47,3,7.9,28,55,5,0,5
32,52,6.8,81,26,5.4,18,26,0,0,5
7,63,4.5,35,15,9.1,29,7,8,0,5
4,70,7.5,65,81,9.8,10,52,2,1,5
12,59,7.3,94,6,5.7,9,12,6,1,5
16,94,8.6,65,10,5.2,2,45,0,0,5
29,47,10.01,59,71,6.0,20,85,0,2,5
11,99,6.6,53,63,4.4,3,35,10,1,4
39,48,6.4,29,51,9.2,1,42,0,0,5
8,60,7.4,20,5,9.6,28,93,3,0,5
16,90,8.1,85,47,7.8,1,34,0,0,5
19,100,6.050000000000001,36,68,8.6,18,50,0,2,5
19,59,6.5,66,5,8.0,8,62,8,1,5
25,54,7.8100000000000005,43,60,6.3,18,67,7,2,5
3,65,9.9,69,65,7.8,30,12,4,1,5
21,93,7.8100000000000005,48,94,9.0,1,46,1,2,5
35,81,4.6,97,95,8.9,22,5,6,1,5
27,50,7.8100000000000005,91,72,4.5,17,17,0,2,4
8,76,8.7,32,78,6.8,10,7,10,0,5
39,80,9.9,83,84,6.4,9,40,8,2,5
31,100,8.6,47,52,8.5,22,60,0,0,5
6,50,10.12,24,27,7.0,10,19,2,2,5
12,66,5.3,93,90,6.1,22,84,5,0,5
2,69,6.6,28,4,8.2,1,95,3,0,5
35,58,9.350000000000001,33,80,6.8,16,55,1,2,5
2,73,5.390000000000001,29,100,5.5,7,95,4,2,5
20,77,6.16,52,57,9.3,3,1,9,2,5
3,100,9.680000000000001,94,23,4.7,17,65,0,2,4
22,62,9.240000000000002,59,30,4.1,9,31,0,2,4
21,92,9.8,25,98,4.9,15,21,10,0,4
24,40,10.0,36,40,5.0,8,89,5,0,5
22,42,4.7,55,67,7.2,4,40,10,1,5
25,42,9.3,89,83,7.7,19,9,8,1,5
5,67,3.7,80,80,6.7,2,38,9,1,5
13,53,8.8,93,45,5.2,2,44,6,2,5
23,91,4.95,68,9,4.8,13,4,9,2,4
21,69,5.61,88,36,7.0,27,11,3,2,5
19,97,10.56,90,20,7.4,19,31,7,2,5
2,93,4.8,43,20,5.8,1,39,0,0,5
31,44,7.7,70,79,5.3,28,17,4,0,5
34,88,4.2,61,96,4.5,26,73,1,0,4
25,54,3.7,38,9,4.2,23,63,10,1,4
15,77,5.4,81,81,4.6,15,86,2,1,4
37,53,7.4,94,96,8.5,2,0,9,0,5
6,53,4.7,86,92,6.1,28,52,3,0,5
12,96,5.1,49,94,4.2,16,41,0,0,4
25,98,8.0,57,23,7.0,22,100,4,0,5
32,88,3.7,25,11,7.2,28,81,9,0,5
14,47,6.1,41,19,6.6,14,93,5,1,5
17,47,10.56,30,69,4.7,6,82,10,2,4
25,58,6.38,91,7,8.5,11,37,0,2,5
14,71,6.0,48,77,8.1,14,16,3,0,5
25,70,9.02,27,4,6.4,20,61,1,2,5
27,68,8.5,99,53,6.3,4,27,0,0,5
3,80,8.4,54,35,4.9,17,21,4,0,4
17,50,11.0,91,37,8.5,16,45,10,2,5
39,84,3.8500000000000005,91,2,7.6,27,37,0,2,5
2,52,10.89,64,35,4.5,6,31,7,2,4
12,66,9.7,52,21,6.3,8,54,1,0,5
36,95,9.0,24,7,9.4,29,88,4,1,5
30,58,6.2,81,60,6.7,13,8,2,0,5
38,65,10.01,56,77,5.9,26,99,5,2,5
18,92,4.5,36,6,7.9,4,49,5,0,5
29,90,8.5,41,67,5.2,16,36,7,1,5
30,76,4.3,97,61,7.1,17,64,10,1,5
4,87,8.7,51,18,8.0,4,92,4,0,5
11,48,7.3,33,46,9.1,16,78,4,0,5
15,67,3.7,39,23,8.2,2,43,4,1,5
13,71,10.230000000000002,41,79,6.3,20,59,8,2,5
31,91,7.700000000000001,49,5,8.6,24,28,1,2,5
33,93,7.6,73,7,9.4,13,84,2,0,5
33,42,5.5,52,24,6.9,3,62,3,2,5
33,90,10.01,24,95,4.0,28,75,6,2,4
27,71,6.8,37,88,9.3,30,25,9,0,5
2,44,6.490000000000001,82,73,5.0,29,44,0,2,5
3,47,6.7,65,40,4.8,21,94,2,1,4
18,53,7.9,26,57,5.8,10,34,9,0,5
31,95,7.9,48,80,6.3,27,77,6,1,5
8,42,6.050000000000001,76,59,8.8,18,6,7,2,5
28,63,5.7,66,2,6.3,25,66,1,1,5
10,52,6.9,28,8,4.3,30,52,10,1,4
23,82,9.5,78,51,7.8,3,40,2,1,5
35,68,8.2,90,57,8.0,1,3,6,1,5
2,47,5.7,90,59,8.9,23,1,6,1,5
10,90,5.4,62,81,6.4,11,34,2,0,5
21,81,6.7,78,48,4.5,5,32,9,0,4
20,70,9.1,25,93,7.3,25,100,4,1,5
37,100,3.1,72,4,4.7,3,49,6,1,4
5,65,8.8,83,61,4.1,11,12,2,2,4
10,57,5.1,23,31,8.7,1,6,7,0,5
23,97,4.5,20,26,6.4,15,38,3,0,5
19,57,3.4100000000000006,89,84,7.2,7,90,10,2,5
13,96,10.230000000000002,50,23,8.0,24,48,6,2,5
10,46,9.4,84,37,6.4,27,2,1,0,5
7,87,3.74,88,66,4.3,2,16,4,2,4
20,77,6.7,38,15,5.5,15,24,5,0,5
8,87,4.1,88,14,5.2,18,93,0,1,5
17,55,8.3,88,24,9.9,25,13,10,0,5
6,94,8.47,68,71,8.4,29,92,8,2,5
17,95,5.1,50,3,6.7,4,4,8,0,5
2,99,3.8,79,31,4.4,1,70,3,1,4
38,72,8.8,90,44,4.7,30,82,4,1,4
20,95,7.7,98,55,8.9,9,32,8,0,5
38,90,3.0,74,34,9.7,9,84,9,1,5
18,42,7.4,96,52,4.2,22,50,10,1,4
27,77,8.7,95,29,9.5,6,84,1,0,5
23,43,7.1,96,48,6.3,14,16,4,1,5
9,75,6.0,57,93,5.3,9,86,3,0,5
34,43,7.1,52,80,4.6,2,60,1,1,4
3,81,8.030000000000001,25,82,8.6,9,90,1,2,5
31,48,7.5,32,51,6.8,13,30,8,0,5
21,79,10.780000000000001,96,94,9.0,20,14,9,2,5
19,90,4.73,96,80,5.4,20,39,7,2,5
11,56,8.14,39,1,8.1,29,64,9,2,5
25,56,4.3,56,58,4.7,25,19,9,1,4
5,72,4.5,64,36,4.5,23,33,7,0,4
38,59,7.7,92,28,4.8,12,64,7,0,4
5,53,10.340000000000002,100,29,8.9,10,31,4,2,5
14,61,4.51,78,21,7.9,28,21,3,2,5
26,91,9.7,71,74,5.0,30,61,9,1,5
14,66,5.2,37,96,6.3,5,92,2,0,5
19,82,5.7,44,18,8.6,24,44,1,0,5
25,42,4.1,98,66,5.7,12,10,9,1,5
3,63,7.3,20,85,9.5,29,32,4,0,5
34,69,7.920000000000001,60,17,9.5,1,37,7,2,5
20,47,6.71,37,93,7.3,23,64,4,2,5
10,61,6.3,20,64,7.8,4,62,6,0,5
29,64,8.14,58,83,7.9,13,37,4,2,5
36,99,7.1,93,4,5.6,18,72,9,0,5
11,49,5.6,50,75,6.2,2,12,8,0,5
2,88,9.2,90,10,4.8,11,47,7,1,4
22,68,7.7,57,87,9.5,28,23,7,1,5
10,79,4.4,27,57,8.3,25,35,0,0,5
16,93,5.720000000000001,53,17,4.3,22,19,4,2,4
36,40,8.5,92,71,7.3,27,42,8,1,5
6,91,4.07,46,92,6.1,4,56,10,2,5
23,60,8.3,60,55,8.9,18,64,7,0,5
24,78,6.050000000000001,26,21,6.1,7,59,0,2,5
8,63,6.9,51,55,7.9,9,98,8,0,5
24,48,5.5,92,65,5.0,2,42,9,2,5
26,99,9.9,100,22,7.4,4,83,0,0,5
28,83,9.3,35,15,5.8,14,64,4,1,5
7,93,9.5,21,43,5.0,17,45,9,1,5
35,65,4.73,62,71,7.7,1,61,0,2,5
10,48,9.790000000000001,50,67,7.8,3,69,7,2,5
34,59,6.7,99,13,9.9,1,25,10,1,5
7,95,8.0,66,8,8.0,20,28,1,1,5
38,74,4.5,52,74,7.1,30,40,5,0,5
32,75,8.0,36,15,9.5,22,14,1,1,5
35,81,9.4,73,12,9.0,29,100,1,0,5
30,75,4.9,73,35,7.3,21,18,0,1,5
15,93,4.6,70,43,7.1,25,72,5,0,5
37,48,3.7,71,99,9.7,13,58,4,0,5
37,61,4.9,26,80,7.7,14,80,3,0,5
16,40,7.48,73,13,8.3,12,95,3,2,5
9,44,8.8,30,92,4.5,11,27,8,0,4
27,48,5.0,81,16,8.3,18,14,10,1,5
37,76,7.3,49,64,5.6,2,57,1,1,5
22,77,6.4,76,83,4.7,28,52,9,1,4
29,58,5.0,65,96,9.1,3,41,6,0,5
5,47,7.26,99,53,8.1,4,27,4,2,5
17,81,4.2,89,1,6.4,9,72,9,0,5
23,82,8.25,85,16,6.6,11,90,8,2,5
13,71,4.18,74,22,5.2,22,18,3,2,5
17,52,8.1,77,85,4.1,29,70,5,1,4
39,59,4.2,29,0,6.1,25,88,1,1,5
38,75,10.0,23,11,4.9,21,93,0,1,4
30,82,8.8,93,12,6.5,25,76,0,0,5
19,83,5.4,92,77,9.0,9,1,3,1,5
11,76,6.0,81,73,4.7,17,17,10,1,4
19,69,4.8,62,11,4.6,15,39,8,0,4
2,49,8.4,61,56,9.4,9,52,2,0,5
22,70,6.2700000000000005,43,85,8.5,7,7,2,2,5
2,64,9.13,24,17,4.3,27,83,6,2,4
16,68,3.1,87,82,4.5,8,8,7,0,4
5,63,3.9,96,93,8.1,3,76,10,0,5
21,78,6.16,64,14,6.2,1,20,5,2,5
11,60,3.8,78,38,8.3,4,91,0,1,5
24,80,7.920000000000001,84,77,6.4,17,43,5,2,5
35,48,3.4,82,72,9.8,1,59,7,1,5
34,81,9.9,94,68,8.2,4,70,4,2,5
35,81,8.3,86,32,4.3,8,30,7,1,4
11,41,4.95,68,47,6.0,28,86,0,2,5
21,43,6.4,96,4,7.4,17,12,3,1,5
2,47,6.820000000000001,51,87,4.9,26,44,8,2,4
14,71,8.1,69,7,4.0,26,99,9,0,4
2,100,6.38,77,18,4.5,12,1,4,2,4
6,53,3.2,71,51,7.1,25,33,9,0,5
17,88,5.390000000000001,42,11,7.8,22,68,9,2,5
16,52,6.3,49,71,4.6,16,65,2,0,4
29,60,10.780000000000001,89,7,8.0,29,61,2,2,5
32,63,10.12,90,54,7.7,5,46,8,2,5
24,89,4.3,49,83,9.6,25,97,0,0,5
18,57,8.1,56,92,9.0,25,1,10,0,5
35,84,9.6,67,33,9.7,25,83,5,0,5
14,79,3.1,51,81,9.8,13,71,5,1,5
15,65,8.8,89,64,6.6,13,86,9,2,5
12,71,6.2,54,74,6.9,12,36,7,1,5
29,83,7.8,95,46,5.7,3,79,7,1,5
33,96,7.2,87,34,7.1,28,85,0,1,5
36,94,9.9,51,31,4.9,12,62,6,1,4
32,95,5.0,78,50,8.0,24,55,9,0,5
18,92,8.5,54,79,4.1,26,45,0,0,4
10,72,4.6,35,5,5.4,30,62,7,1,5
11,91,6.0,98,8,5.2,20,7,4,1,5
9,70,9.8,71,39,9.6,20,54,1,0,5
22,57,8.4,85,85,4.9,28,42,2,0,4
14,74,5.2,25,47,9.3,23,89,10,1,5
6,51,7.3,33,71,4.7,24,22,8,1,4
7,90,3.3,48,95,7.9,20,15,1,0,5
31,64,4.9,45,25,5.9,11,84,3,0,5
32,84,8.8,37,81,5.9,10,51,6,2,5
18,70,7.700000000000001,23,36,10.0,29,92,7,2,5
12,49,6.930000000000001,76,51,5.4,16,53,10,2,5
21,86,8.58,72,11,5.2,6,83,2,2,5
10,91,5.8,44,37,7.5,17,75,9,1,5
3,73,3.2,66,97,8.4,13,36,9,0,5
38,90,6.1,71,67,9.9,18,89,8,1,5
2,42,10.230000000000002,53,15,8.2,12,66,7,2,5
5,85,9.9,35,60,7.4,5,17,5,2,5
37,78,5.9,55,23,6.5,20,58,7,1,5
26,47,3.2,47,77,7.6,16,0,10,1,5
4,100,7.5,84,16,7.6,30,18,9,0,5
10,71,9.02,91,94,5.3,3,12,7,2,5
23,82,5.61,72,3,8.0,16,32,2,2,5
24,68,6.3,61,49,5.2,11,93,6,1,5
13,61,9.9,98,97,6.9,14,21,7,0,5
11,59,7.0,38,2,5.6,22,26,5,1,5
35,45,5.5,63,7,5.9,26,49,5,1,5
11,100,7.4,49,11,7.7,22,76,6,1,5
31,82,4.73,93,34,4.4,13,71,3,2,4
23,88,4.4,63,65,4.1,11,52,9,0,4
7,68,9.5,46,52,4.8,14,59,9,1,4
3,81,4.7,92,92,5.0,10,49,8,1,5
31,95,5.2,53,86,5.2,24,65,2,0,5
3,56,7.48,43,32,8.6,18,82,6,2,5
33,70,9.3,75,17,6.7,7,23,8,1,5
17,92,8.5,26,57,6.8,23,68,7,1,5
13,73,3.63,87,85,7.9,18,7,6,2,5
2,77,8.690000000000001,70,77,8.4,29,19,4,2,5
9,96,7.15,27,92,4.0,22,98,1,2,4
14,76,6.3,75,44,9.1,21,65,1,1,5
16,43,8.58,96,14,9.9,2,69,3,2,5
9,41,4.4,77,14,4.7,25,58,4,1,4
11,51,10.89,88,44,7.9,8,79,3,2,5
6,74,7.5,27,67,4.0,23,46,10,1,4
20,45,6.16,85,99,4.3,15,35,1,2,4
39,95,7.2,43,68,5.7,30,1,3,1,5
12,85,4.5,61,66,9.1,6,63,10,0,5
21,47,8.14,73,75,7.9,21,77,4,2,5
21,60,3.5200000000000005,35,61,6.7,13,37,3,2,5
22,92,5.4,23,83,6.6,25,25,5,0,5
19,97,8.2,78,43,6.8,5,19,9,1,5
11,85,8.7,65,19,5.9,29,92,6,0,5
35,100,4.8,32,38,9.3,22,3,4,0,5
27,74,6.8,56,38,7.4,3,83,8,1,5
31,87,7.370000000000001,73,0,6.9,25,87,3,2,5
10,54,6.6000000000000005,68,66,6.8,15,64,10,2,5
32,46,5.06,94,46,9.6,27,88,9,2,5
5,54,7.9,77,72,8.3,30,13,1,0,5
7,84,4.8,38,53,4.9,24,34,10,1,4
15,45,10.340000000000002,37,19,6.6,9,84,9,2,5
5,86,6.7,79,8,5.7,17,99,7,1,5
27,56,9.1,36,94,9.9,17,51,3,0,5
18,43,5.5,30,27,6.5,13,22,3,2,5
20,61,8.6,34,63,4.4,18,19,2,0,4
7,71,3.8,91,34,6.5,20,89,8,1,5
30,98,9.240000000000002,36,39,5.9,26,26,3,2,5
12,61,6.2700000000000005,24,1,7.6,5,40,1,2,5
17,66,6.930000000000001,80,2,5.4,13,77,10,2,5
31,85,4.620000000000001,23,13,4.2,7,35,0,2,4
26,54,3.1,75,80,4.6,4,3,0,0,4
12,99,7.7,94,98,5.7,13,25,7,0,5
8,83,7.1,67,67,6.1,17,39,0,1,5
27,90,8.14,67,46,9.0,8,79,4,2,5
23,61,4.8,54,93,5.6,27,83,7,1,5
26,67,4.7,52,53,4.2,3,87,6,0,4
20,81,8.8,40,57,8.7,25,73,6,1,5
32,77,8.3,24,61,9.2,16,65,7,0,5
27,99,5.940000000000001,83,50,7.0,2,72,10,2,5
37,96,7.5,88,77,5.7,27,81,2,1,5
24,48,9.680000000000001,40,47,8.6,1,93,4,2,5
14,73,9.2,93,26,4.1,26,2,1,0,4
26,75,3.0,51,76,9.5,8,63,4,1,5
3,48,8.7,37,54,9.2,30,28,4,1,5
3,54,6.050000000000001,77,83,7.3,3,53,1,2,5
17,84,8.8,98,48,5.7,17,6,9,2,5
10,59,6.16,43,23,4.2,27,24,5,2,4
29,47,7.2,24,9,10.0,19,23,0,1,5
14,97,7.5,72,6,8.6,24,42,7,0,5
36,67,6.38,92,16,6.0,16,5,10,2,5
14,90,7.26,74,21,4.1,27,14,0,2,4
32,58,8.1,24,58,7.8,20,78,2,0,5
22,96,6.3,88,43,9.9,10,39,0,1,5
33,55,3.1,60,10,8.2,27,90,1,1,5
35,50,3.1,26,41,4.5,23,60,6,0,4
9,81,8.36,20,22,6.4,24,20,6,2,5
3,47,8.9,71,59,4.7,15,57,10,1,4
39,72,9.350000000000001,45,85,9.5,7,95,4,2,5
33,49,5.720000000000001,82,61,6.0,16,31,4,2,5
29,57,6.3,31,53,8.4,17,11,6,0,5
38,74,4.6,89,81,4.5,20,8,9,1,4
2,82,9.9,38,89,4.8,13,19,10,0,4
11,89,4.8,99,93,8.1,29,14,9,1,5
5,42,6.490000000000001,23,12,9.1,10,76,4,2,5
36,79,8.58,24,67,5.2,9,7,7,2,5
11,66,9.1,73,26,6.5,7,20,2,1,5
12,98,3.4,89,39,7.7,12,44,1,1,5
15,67,5.61,76,73,8.8,1,88,9,2,5
39,85,7.700000000000001,97,91,7.8,24,98,3,2,5
13,45,7.3,71,84,4.6,16,39,6,0,4
18,86,3.8500000000000005,37,74,7.3,4,93,8,2,5
17,53,8.36,83,83,9.3,30,94,2,2,5
36,46,6.7,29,99,9.2,14,5,10,1,5
3,49,8.8,42,82,7.5,30,10,2,0,5
12,54,4.6,87,9,10.0,28,63,10,0,5
4,70,4.4,71,14,4.6,23,41,6,1,4
30,68,8.6,66,44,6.9,29,58,0,1,5
19,81,7.9,89,52,8.7,22,7,6,0,5
21,93,8.5,45,81,4.8,23,71,1,1,4
15,56,8.5,89,6,9.8,26,54,9,1,5
35,98,3.7,62,29,6.1,26,38,0,0,5
32,90,5.0,88,77,6.1,17,50,9,1,5
19,68,4.8,82,100,5.3,12,54,8,1,5
31,88,9.5,97,29,5.7,15,75,0,0,5
26,83,6.4,85,26,7.5,22,2,7,0,5
20,54,3.8,82,48,6.6,12,42,9,1,5
9,65,5.5,32,56,5.2,3,44,6,2,5
29,51,10.01,70,63,8.9,10,79,9,2,5
9,64,8.9,24,100,4.4,20,90,8,1,4
32,100,9.3,66,62,9.0,17,15,4,1,5
4,80,6.2700000000000005,55,47,5.6,14,4,2,2,5
4,44,7.5,55,40,7.0,13,39,0,0,5
23,43,5.390000000000001,69,80,6.3,30,75,1,2,5
18,83,4.73,75,29,7.4,13,66,5,2,5
37,87,3.2,38,81,8.8,26,98,7,0,5
18,80,4.6,39,2,9.9,8,44,8,1,5
15,96,7.2,41,91,5.8,14,2,7,0,5
10,70,9.3,50,36,7.3,2,30,1,1,5
31,42,3.9,81,29,6.8,19,23,0,1,5
22,92,10.340000000000002,63,53,10.0,23,28,9,2,5
13,42,5.4,87,84,8.9,2,54,3,0,5
38,65,6.0,86,83,6.4,12,32,4,1,5
33,89,5.6,68,85,6.9,20,50,9,0,5
12,56,5.9,78,99,5.5,12,79,5,1,5
21,99,4.8,23,99,8.5,23,96,3,0,5
36,49,7.9,58,84,9.1,28,73,4,0,5
12,41,8.3,26,87,9.8,19,29,7,1,5
9,63,8.8,90,84,7.4,16,97,9,0,5
5,50,5.4,68,6,8.0,2,60,2,1,5
28,63,8.4,34,7,6.7,8,59,0,1,5
39,74,7.5,26,85,7.7,2,34,8,0,5
31,62,10.67,66,85,6.1,10,6,8,2,5
28,71,6.0,87,62,8.4,16,5,1,0,5
22,62,9.9,64,62,4.1,7,14,2,1,4
21,73,8.2,38,63,4.2,27,95,7,1,4
