study_hours_per_week,lecture_attendance,homework_avg,midterm_score,practice_solved,sleep_hours_per_night,days_before_exam,group_project_score,extra_consultations,motivation_level,exam_grade
36,94,8.6,77,84,7.7,28,79,10,2,5
18,66,5.3,56,40,5.9,14,68,2,1,3
14,62,5.8,46,49,6.1,12,42,3,1,3
38,97,9.6,77,98,7.9,27,85,10,2,5
30,94,8.5,80,73,6.6,13,79,4,2,4
27,84,7.1,73,55,6.9,15,69,5,1,4
3,64,4.8,42,11,5.6,2,19,0,1,2
20,90,6.6,60,55,7.0,20,74,3,2,4
4,54,4.8,43,9,4.1,1,44,0,0,2
26,90,7.6,63,67,7.8,15,72,7,2,4
33,91,8.5,98,89,8.6,29,82,8,2,5
11,41,5.1,30,27,5.2,6,3,2,0,2
9,53,3.3,31,37,4.2,7,51,3,0,2
7,57,3.5,22,28,5.2,4,10,0,0,2
26,85,8.0,63,66,6.6,17,87,6,2,4
9,60,3.1,37,35,6.0,1,2,3,1,2
2,54,4.9,27,4,5.5,9,47,0,0,2
9,65,6.0,53,30,6.2,14,46,3,1,3
38,99,8.9,87,92,7.6,28,96,7,2,5
19,85,7.0,62,58,7.7,10,65,3,2,4
32,97,8.3,96,97,7.5,30,83,9,2,5
10,74,6.9,51,39,6.9,9,71,1,2,3
34,97,9.2,75,100,7.9,23,78,6,1,5
29,92,6.9,71,79,6.9,19,79,3,2,4
17,69,5.2,56,57,5.8,10,55,4,0,3
38,97,9.5,85,83,7.9,25,92,5,2,5
24,76,6.8,67,59,8.1,14,78,2,1,4
11,72,6.2,65,45,5.5,7,64,4,1,3
8,51,3.5,33,21,5.9,4,7,0,2,2
28,92,8.1,76,77,6.5,17,79,4,1,4
18,69,5.5,45,57,6.8,8,61,4,0,3
10,49,4.7,27,38,5.6,3,36,2,0,2
15,95,6.7,71,63,6.7,16,64,4,2,4
33,100,9.1,81,99,8.0,26,75,4,1,5
17,61,4.9,44,33,6.2,14,57,1,1,3
16,89,7.0,68,65,7.9,10,65,7,2,4
25,84,8.0,66,52,7.5,13,73,6,2,4
26,80,6.5,76,53,7.7,14,62,6,2,4
9,70,5.2,58,54,6.7,14,54,5,1,3
34,89,9.7,98,85,8.6,27,100,7,1,5
5,46,4.3,37,11,5.7,2,42,0,0,2
24,77,7.3,65,68,7.9,12,71,6,2,4
24,92,8.7,75,91,8.8,25,80,7,1,5
20,68,5.8,60,42,6.8,14,65,1,1,3
5,40,3.7,49,14,4.8,4,37,1,0,2
25,81,7.3,72,50,7.4,13,81,2,1,4
28,95,9.3,81,81,7.2,24,80,10,2,5
15,79,7.6,76,67,7.4,17,81,5,0,4
20,71,5.9,56,37,5.9,11,46,4,0,3
38,94,8.9,80,91,7.6,19,88,8,1,5
4,48,4.0,37,14,5.9,3,25,3,0,2
8,58,3.1,22,0,5.5,10,43,1,1,2
7,47,3.3,20,26,5.5,7,3,2,1,2
18,78,5.9,46,36,5.9,15,44,4,1,3
25,93,9.3,93,84,8.0,24,81,5,2,5
18,75,8.3,61,61,7.0,9,85,6,2,4
10,51,4.0,45,31,4.5,9,18,3,0,2
8,60,5.5,54,33,5.8,7,38,3,1,3
27,97,9.5,94,75,7.6,29,87,10,1,5
18,76,5.3,51,57,6.6,7,49,1,1,3
28,95,8.9,81,74,9.1,27,82,5,2,5
28,89,9.0,87,70,8.4,23,91,5,1,5
25,87,6.9,68,74,7.8,13,60,2,1,4
13,72,6.7,49,55,6.7,6,68,3,0,3
7,40,4.9,35,32,4.5,1,44,2,0,2
30,90,7.7,63,80,7.7,16,74,5,0,4
34,97,9.7,94,94,7.6,23,96,7,2,5
20,90,7.7,74,68,7.1,10,62,5,2,4
26,86,6.7,70,73,7.6,12,70,7,1,4
25,75,7.5,79,54,7.2,18,66,6,2,4
5,55,3.5,42,21,4.6,8,45,3,1,2
19,74,6.3,65,29,6.0,6,62,4,1,3
37,100,9.1,91,90,7.5,19,97,7,2,5
28,82,6.8,79,51,7.2,19,78,2,1,4
7,60,6.2,57,46,7.0,8,70,2,1,3
15,79,6.0,52,59,6.3,13,54,1,0,3
28,96,9.1,81,74,8.7,21,87,8,2,5
4,62,3.2,27,10,5.0,1,31,0,0,2
20,76,6.7,61,61,7.4,11,66,2,1,4
26,95,8.8,97,99,8.0,20,89,10,2,5
10,68,5.8,61,31,6.5,5,40,1,1,3
12,61,5.6,48,43,5.6,7,44,3,1,3
10,63,6.5,66,48,5.5,13,46,4,0,3
24,94,6.6,60,75,7.0,16,80,3,2,4
19,77,7.5,70,75,6.6,10,74,7,0,4
6,56,5.1,46,31,5.1,1,2,0,1,2
22,77,6.9,61,74,7.6,12,78,4,1,4
19,75,7.5,69,64,7.7,12,71,5,1,4
6,60,3.6,50,12,4.2,3,48,0,0,2
34,90,9.0,82,86,8.6,24,77,5,2,5
14,59,6.3,63,38,6.1,11,38,1,1,3
39,95,7.9,76,91,8.0,26,100,4,2,5
20,69,5.8,46,38,5.7,11,62,1,1,3
39,96,9.6,80,86,7.9,29,89,7,2,5
27,80,8.1,76,76,7.1,11,73,3,2,4
25,97,6.4,76,70,7.5,15,76,2,2,4
30,87,7.1,76,66,6.9,16,82,7,0,4
29,96,8.3,91,91,8.9,29,85,4,2,5
36,91,8.6,76,98,8.4,20,87,5,2,5
24,90,6.7,76,67,7.4,16,65,5,2,4
28,76,7.8,64,66,7.3,17,67,6,1,4
25,96,8.9,95,93,7.5,28,81,8,2,5
27,89,9.4,96,82,8.2,24,84,9,2,5
34,92,9.5,94,80,8.1,29,90,8,1,5
19,68,6.6,49,40,6.5,15,44,4,1,3
14,73,6.6,53,36,5.9,14,58,4,1,3
16,75,6.6,70,60,7.6,9,72,7,1,4
2,50,4.0,34,1,5.9,7,13,1,0,2
4,42,3.7,43,14,4.6,2,6,3,0,2
8,53,4.7,22,11,5.3,4,31,2,1,2
18,92,6.4,60,70,7.9,10,64,2,2,4
3,67,3.9,44,9,4.1,8,14,0,0,2
8,80,5.8,63,54,6.2,11,40,2,1,3
19,93,7.4,68,57,6.8,18,71,6,0,4
12,62,6.8,64,31,6.7,11,53,3,0,3
26,92,6.7,71,58,7.8,13,61,6,2,4
32,100,9.7,86,79,7.9,23,87,4,0,5
6,40,5.5,40,15,4.8,2,13,0,0,2
18,69,5.6,51,56,5.9,9,42,5,1,3
20,88,6.8,73,53,7.1,10,82,7,2,4
28,91,8.4,69,66,6.9,12,85,2,1,4
14,72,5.6,60,42,6.4,14,60,5,0,3
26,95,9.3,94,90,7.6,23,78,8,2,5
26,96,9.6,85,93,7.9,23,79,9,2,5
20,75,6.8,52,45,6.0,15,41,3,1,3
26,99,9.0,90,100,8.6,23,96,9,2,5
38,96,8.1,100,78,7.9,29,73,6,2,5
26,94,8.0,92,72,8.9,24,99,5,0,5
40,97,9.0,83,75,7.5,22,78,8,2,5
18,95,6.8,75,69,7.7,17,70,5,0,4
4,53,3.7,49,28,4.9,8,41,3,0,2
14,84,7.2,72,58,7.3,14,81,7,1,4
35,94,8.6,85,84,7.3,23,99,10,1,5
30,99,9.4,77,83,8.5,29,84,8,0,5
8,60,4.6,24,1,4.8,6,39,0,1,2
16,84,8.5,73,71,6.7,12,62,7,1,4
24,92,8.5,95,79,8.7,28,84,6,0,5
30,98,8.8,92,80,7.4,27,95,8,0,5
38,98,7.9,81,92,8.5,25,97,9,1,5
38,91,10.0,90,95,7.6,25,91,8,2,5
28,83,6.5,62,65,7.6,13,82,5,1,4
36,93,8.2,99,86,7.2,21,91,8,2,5
6,56,3.0,26,27,5.4,3,11,2,1,2
9,64,3.8,29,15,5.5,4,46,1,0,2
19,76,5.0,64,39,7.2,9,72,1,2,3
35,96,8.8,93,84,7.0,25,81,7,2,5
9,50,5.3,48,21,5.5,7,5,2,0,2
25,87,6.7,61,61,8.0,13,76,2,2,4
22,92,7.1,64,80,7.2,17,77,3,1,4
11,46,4.9,26,34,4.6,7,3,1,0,2
28,100,9.2,78,81,8.6,22,97,8,2,5
9,45,4.9,36,38,4.8,4,25,3,0,2
8,59,5.2,40,28,4.4,8,14,1,0,2
9,58,3.1,37,38,4.2,3,3,2,0,2
5,45,4.2,37,17,5.6,1,51,1,1,2
12,65,5.1,59,59,6.9,12,64,3,1,3
27,94,9.1,81,77,7.5,20,91,8,2,5
6,58,4.5,21,11,4.1,8,3,3,0,2
2,60,5.2,25,36,4.4,1,26,0,1,2
37,94,8.6,89,100,8.7,23,86,6,1,5
25,97,9.1,88,85,7.5,24,79,5,2,5
7,50,5.0,20,14,5.8,1,21,0,1,2
7,56,4.9,21,25,5.4,1,13,3,0,2
19,66,5.7,46,29,5.5,14,57,3,1,3
8,65,5.2,31,29,5.6,1,49,2,0,2
38,92,9.3,85,81,7.8,25,97,9,1,5
38,100,9.7,90,79,7.9,20,78,7,2,5
12,80,6.8,53,44,6.2,9,61,3,2,3
5,41,3.8,46,0,4.6,7,37,2,0,2
4,66,4.2,33,33,4.9,9,34,1,1,2
28,97,8.5,93,96,7.8,30,86,7,2,5
20,75,8.2,64,54,6.5,19,67,6,2,4
21,68,5.7,45,56,6.5,15,41,1,0,3
16,83,8.4,72,54,7.8,18,65,7,2,4
29,85,7.9,69,68,6.7,13,78,3,1,4
26,100,8.9,89,69,8.1,21,100,5,1,5
36,92,8.4,99,82,7.1,20,83,4,2,5
26,96,9.1,92,74,7.7,21,85,7,2,5
34,95,8.6,81,99,7.4,25,89,4,2,5
35,97,8.8,79,79,8.3,23,90,4,2,5
11,68,5.6,60,43,6.1,15,58,2,0,3
7,49,4.9,25,2,4.2,2,6,1,2,2
15,62,5.7,57,35,7.0,15,45,2,1,3
9,76,6.5,63,46,5.5,7,54,3,0,3
40,91,8.8,76,88,8.5,21,88,8,2,5
25,96,9.7,87,95,7.9,25,79,4,2,5
38,98,8.7,100,86,8.5,23,97,6,2,5
39,90,9.6,97,71,8.8,22,96,5,1,5
17,80,7.2,78,49,6.6,18,78,7,2,4
27,78,6.8,64,69,6.9,19,68,5,1,4
10,77,4.9,62,43,5.7,9,47,3,1,3
18,61,6.2,54,34,5.6,8,47,2,1,3
36,94,9.2,85,86,8.7,22,75,4,2,5
25,97,9.6,74,73,8.2,20,99,6,2,5
28,93,7.0,72,76,7.4,10,72,3,1,4
28,96,9.9,82,79,8.0,21,89,7,0,5
30,96,9.7,94,91,8.3,27,83,9,1,5
25,95,7.3,69,58,6.9,12,80,5,2,4
7,41,3.3,49,2,5.8,8,38,3,0,2
9,48,4.3,20,36,5.5,7,23,2,0,2
28,96,8.3,99,92,7.7,23,100,5,1,5
36,91,9.1,80,92,8.4,26,84,5,0,5
16,67,6.0,60,51,5.8,15,41,1,0,3
18,75,7.0,76,64,7.9,17,76,6,2,4
28,79,7.8,72,77,7.0,20,69,7,1,4
7,65,3.9,21,2,4.9,8,10,2,0,2
3,42,5.6,31,11,5.6,8,33,3,1,2
14,73,6.8,56,46,6.2,12,65,4,1,3
24,92,7.2,63,49,7.5,16,80,4,1,4
10,68,6.3,64,56,6.1,8,55,2,0,3
8,54,4.1,50,5,4.7,3,36,3,0,2
14,69,5.4,58,30,5.9,11,61,1,2,3
18,66,6.0,52,44,5.9,9,54,1,0,3
22,85,6.5,64,76,7.1,17,73,3,1,4
21,91,8.2,69,49,6.7,11,83,2,2,4
4,44,4.4,32,37,6.0,5,35,3,0,2
34,94,9.8,89,78,7.4,22,87,8,2,5
19,77,7.9,62,58,6.9,12,63,3,2,4
32,100,9.8,97,83,7.9,23,77,5,2,5
29,75,7.5,65,65,7.6,18,70,4,2,4
5,51,4.5,22,16,5.5,5,23,3,1,2
32,90,9.6,84,100,8.9,30,92,10,2,5
21,79,6.6,72,67,7.9,19,78,6,2,4
8,65,4.9,26,24,5.9,8,38,2,1,2
27,91,8.2,59,75,7.7,14,63,4,2,4
10,58,3.4,26,6,5.3,2,45,2,0,2
17,74,4.9,47,57,5.9,8,42,1,2,3
18,72,6.4,56,41,6.0,10,45,3,1,3
22,84,8.0,74,75,8.0,12,76,5,1,4
35,94,9.8,81,92,8.3,20,76,5,1,5
9,40,4.0,32,35,4.4,10,15,0,0,2
27,96,9.1,92,80,8.5,24,95,10,2,5
24,92,7.6,74,78,8.0,15,80,7,2,4
31,98,8.3,97,95,7.2,25,95,4,1,5
2,56,3.0,40,11,4.5,1,5,0,0,2
2,50,3.2,35,37,5.3,1,28,0,0,2
18,76,7.0,63,60,7.6,19,66,6,2,4
28,83,7.1,80,51,7.0,13,71,5,2,4
37,94,9.4,78,75,8.1,26,82,4,2,5
6,49,5.3,23,11,5.7,6,42,1,0,2
29,91,8.5,95,76,7.5,22,92,7,1,5
3,58,5.3,48,36,5.8,10,14,1,1,2
19,70,6.4,62,37,5.9,11,67,3,1,3
9,60,3.4,47,17,4.9,7,45,2,0,2
38,98,9.7,95,93,8.3,28,87,4,2,5
8,41,3.1,43,3,5.9,4,38,2,1,2
16,87,7.6,64,54,6.8,14,80,7,1,4
3,51,4.1,41,14,4.6,7,19,0,0,2
33,95,8.9,93,82,7.9,21,76,10,2,5
6,60,4.7,28,28,4.3,9,19,2,0,2
16,77,4.9,45,59,5.7,6,44,3,1,3
34,91,9.2,95,86,9.0,28,82,7,1,5
5,51,5.0,32,30,5.1,2,34,2,1,2
36,90,8.0,98,87,9.0,27,82,4,2,5
3,49,4.4,37,20,5.7,10,6,2,0,2
10,61,5.5,49,55,6.9,5,60,1,0,3
7,61,3.7,50,36,4.5,9,24,3,0,2
22,83,7.1,74,80,7.3,11,82,3,0,4
29,94,8.4,84,88,8.1,20,79,9,2,5
16,83,8.1,81,65,7.7,14,77,6,2,4
31,99,8.0,90,88,8.5,27,100,5,1,5
4,54,5.1,29,32,5.4,8,26,0,0,2
34,92,10.0,77,87,7.1,29,77,6,0,5
2,52,4.3,45,22,4.8,7,40,1,0,2
16,72,6.9,51,56,6.9,8,48,4,1,3
22,93,8.3,65,57,7.0,12,76,4,2,4
22,78,8.1,67,74,6.9,10,70,2,1,4
22,75,8.2,58,58,7.8,14,59,2,1,4
6,60,5.3,21,23,4.0,10,16,2,1,2
15,84,7.9,60,55,7.4,17,79,5,2,4
4,55,4.4,22,22,4.0,10,10,3,0,2
36,88,9.9,82,93,7.1,25,97,8,2,5
19,80,5.2,56,59,6.8,8,60,3,0,3
30,80,7.2,63,82,6.8,19,82,4,2,4
32,96,9.4,85,92,7.6,20,92,9,2,5
11,72,6.9,54,47,7.0,9,61,3,1,3
13,59,6.3,55,58,6.2,5,53,4,2,3
10,78,5.7,48,41,6.6,9,63,3,2,3
11,63,5.5,55,45,6.1,11,53,3,1,3
19,62,5.7,54,40,5.8,5,51,3,1,3
26,88,6.9,76,72,7.5,17,62,7,2,4
23,74,7.1,69,50,8.0,19,64,6,1,4
36,91,9.6,93,91,7.7,28,88,9,2,5
28,100,8.2,92,98,8.2,21,77,5,2,5
14,67,6.8,55,59,5.7,6,39,2,1,3
19,69,5.4,52,48,6.4,14,45,4,0,3
20,62,6.7,53,40,6.3,8,53,4,1,3
11,73,5.0,61,33,7.0,9,68,4,1,3
25,94,7.8,69,68,7.1,15,70,2,2,4
28,93,7.9,66,49,6.7,16,75,7,2,4
23,86,7.2,61,76,7.0,16,85,7,1,4
25,98,7.9,91,97,8.3,30,80,5,1,5
13,80,6.5,62,43,5.5,12,56,4,1,3
24,96,9.8,83,100,8.2,25,88,6,1,5
28,95,9.5,85,93,7.8,27,98,5,2,5
19,64,6.2,47,53,5.9,9,43,1,1,3
10,68,6.8,53,52,5.6,13,61,4,0,3
8,71,6.0,53,53,6.3,5,59,2,1,3
30,100,8.8,78,96,8.0,24,93,8,2,5
32,100,9.6,100,87,7.5,27,94,6,2,5
20,76,6.5,73,52,7.3,21,62,3,2,4
4,48,4.6,40,36,5.3,6,13,2,0,2
14,67,5.8,46,49,5.7,6,45,5,1,3
25,100,8.8,79,77,8.9,30,81,9,0,5
15,95,6.7,79,70,6.8,10,63,3,1,4
2,64,5.5,44,39,5.0,1,27,3,1,2
18,81,8.5,73,75,7.0,15,63,4,1,4
2,57,3.9,37,21,5.6,8,8,0,0,2
13,64,6.4,60,56,5.5,9,67,3,2,3
8,65,4.1,40,0,4.0,9,47,2,1,2
40,92,8.6,90,87,8.8,25,93,8,2,5
28,96,8.1,98,93,7.7,23,96,10,2,5
25,92,9.2,80,100,8.3,25,84,5,2,5
16,92,6.8,66,61,7.0,20,67,5,1,4
11,42,4.3,40,30,5.4,8,25,2,0,2
7,40,4.5,32,24,5.8,1,4,1,0,2
20,96,7.9,81,72,6.6,19,81,7,1,4
3,53,3.5,24,13,5.8,6,28,1,2,2
9,59,4.3,34,26,5.0,5,6,0,0,2
17,80,7.7,74,54,7.9,15,65,2,2,4
4,47,4.6,24,6,5.1,10,33,0,0,2
7,50,4.5,38,16,6.0,10,15,3,0,2
9,56,4.0,20,0,5.7,2,39,3,0,2
7,59,4.1,23,16,4.5,7,38,3,1,2
24,92,7.1,76,56,7.5,14,81,3,2,4
10,60,6.6,52,49,6.8,11,69,1,1,3
27,89,8.8,96,92,8.8,25,81,9,0,5
30,78,6.6,73,61,7.3,20,74,2,1,4
2,60,5.5,40,37,5.0,10,40,3,0,2
32,99,8.1,87,77,8.2,22,96,8,2,5
14,78,6.2,55,31,6.3,15,38,5,2,3
27,83,8.3,78,50,7.9,13,68,6,1,4
34,95,9.2,85,79,7.6,22,90,7,2,5
27,97,9.7,92,85,7.8,27,87,8,1,5
10,70,5.9,48,47,5.9,6,48,5,0,3
29,97,8.1,82,72,7.8,28,97,10,2,5
7,40,3.3,50,12,5.1,5,17,3,0,2
22,81,7.2,64,71,7.5,15,68,6,0,4
3,47,3.2,32,25,4.3,6,44,0,0,2
40,93,8.1,80,73,8.9,26,78,8,2,5
8,79,5.0,46,56,6.1,9,58,2,0,3
10,59,5.3,49,33,4.8,2,27,3,1,2
12,61,5.1,57,58,6.9,6,57,3,1,3
10,59,3.4,48,40,4.7,3,38,2,2,2
30,77,7.6,69,68,7.8,15,84,2,1,4
20,70,6.3,67,59,5.6,5,50,3,1,3
12,72,5.2,52,57,6.8,6,63,2,2,3
16,85,8.3,67,53,7.9,17,85,2,2,4
25,75,7.4,67,69,7.3,18,77,4,1,4
9,46,4.8,45,10,4.5,4,45,2,0,2
21,81,7.7,73,50,7.4,17,64,3,2,4
13,76,5.9,64,44,6.4,12,54,4,1,3
25,96,8.1,97,71,8.2,25,84,5,2,5
28,83,7.0,62,81,7.2,13,84,3,2,4
34,91,9.3,90,97,9.0,30,99,5,2,5
15,75,7.3,79,56,6.9,10,82,4,2,4
14,63,5.1,55,46,6.6,13,50,1,2,3
10,58,3.4,30,18,5.6,10,4,1,0,2
33,94,10.0,81,80,8.2,24,80,8,2,5
12,70,5.5,56,58,7.0,6,55,3,2,3
29,90,8.3,98,73,7.0,21,100,10,0,5
8,77,6.0,65,55,6.9,15,41,4,1,3
10,53,3.4,31,22,5.6,9,14,3,0,2
33,97,9.0,97,74,7.1,27,87,4,2,5
26,80,6.8,69,74,7.4,11,71,3,1,4
26,95,9.6,90,83,8.2,29,94,4,2,5
29,94,8.2,79,90,7.7,23,96,9,2,5
6,58,4.2,48,34,4.0,8,49,0,1,2
39,89,8.7,100,77,8.8,26,100,7,1,5
3,54,5.5,38,11,5.6,4,16,0,0,2
29,77,8.1,61,51,7.3,21,83,4,1,4
39,90,8.2,99,96,9.1,25,86,9,2,5
8,64,5.0,60,52,5.8,12,44,5,1,3
27,86,6.8,75,78,7.3,12,77,6,1,4
10,48,3.6,41,29,5.4,10,15,3,0,2
16,82,7.6,72,49,6.7,20,68,3,0,4
26,86,6.8,62,50,6.9,17,72,5,2,4
39,95,9.3,73,82,7.7,27,93,6,1,5
22,86,7.9,79,75,7.1,14,61,2,1,4
30,91,8.5,77,78,7.4,26,90,5,2,5
40,98,9.8,98,80,8.0,21,77,5,2,5
26,92,8.2,65,56,6.5,11,75,6,0,4
20,86,7.1,61,48,6.8,12,70,7,2,4
23,92,6.8,75,52,7.0,12,70,5,2,4
2,47,5.3,48,4,5.5,4,9,1,1,2
7,54,3.1,40,37,4.0,2,19,3,0,2
8,50,5.5,35,23,4.7,7,11,0,0,2
8,56,3.4,21,34,4.8,2,1,3,1,2
6,52,4.9,48,8,4.5,7,14,0,0,2
40,93,9.6,89,72,9.0,21,91,4,2,5
11,63,5.4,52,38,6.4,15,53,1,2,3
4,60,5.1,42,19,4.3,3,16,1,0,2
8,53,5.1,45,27,4.3,8,46,3,0,2
3,45,4.7,44,22,4.2,8,25,2,1,2
15,73,5.6,63,37,6.2,9,68,3,0,3
4,64,3.4,31,31,4.5,9,47,2,1,2
5,50,4.7,48,7,5.9,5,31,1,0,2
30,93,7.2,70,80,7.8,14,81,4,0,4
16,76,5.4,60,51,5.8,9,49,2,1,3
30,84,7.2,75,78,6.9,10,79,4,0,4
9,69,5.1,55,59,6.8,8,49,2,1,3
7,61,3.5,34,24,5.5,4,45,3,0,2
16,75,6.0,43,40,6.9,13,48,1,1,3
5,66,5.2,46,2,5.9,8,35,1,0,2
25,89,7.8,72,67,7.7,18,74,3,2,4
20,79,5.6,52,31,6.0,15,61,2,1,3
10,79,5.6,66,32,6.7,13,44,4,0,3
20,85,8.4,62,55,7.9,16,69,4,2,4
19,81,6.7,59,54,6.9,14,61,2,2,3
17,79,6.3,53,46,5.6,5,61,4,2,3
12,68,6.0,51,37,6.7,12,48,4,1,3
17,75,7.5,73,70,7.1,16,84,4,0,4
12,73,6.0,64,41,6.2,9,60,2,1,3
10,65,5.2,31,11,4.7,9,52,3,1,2
29,92,8.6,82,71,7.4,30,87,9,1,5
35,92,9.2,100,73,8.4,21,98,6,2,5
9,59,4.1,50,14,4.8,7,8,0,1,2
12,69,6.0,55,36,6.5,11,53,3,2,3
28,78,6.7,71,75,6.9,12,71,7,1,4
26,95,9.0,73,84,7.7,21,89,10,2,5
17,84,7.1,65,64,7.1,13,81,3,0,4
14,63,5.0,59,39,6.8,11,48,4,1,3
5,57,4.3,42,9,4.6,10,13,3,0,2
25,96,8.1,64,63,6.9,11,63,5,0,4
39,88,9.8,79,92,7.1,28,77,8,2,5
38,99,8.8,92,99,7.5,26,93,10,2,5
29,91,6.9,68,53,6.6,15,65,7,2,4
33,100,9.2,95,77,7.9,28,89,10,2,5
29,90,8.3,72,62,6.9,13,73,2,2,4
19,66,6.0,60,35,6.2,10,60,2,1,3
37,97,8.4,98,69,8.9,30,97,10,2,5
34,91,8.0,88,72,8.0,24,87,4,2,5
14,74,4.8,48,47,7.1,6,38,1,2,3
40,92,9.4,100,91,7.6,22,93,7,0,5
16,72,5.3,47,32,5.7,8,68,4,1,3
8,77,6.8,65,58,6.0,9,62,1,2,3
37,92,9.0,94,85,7.9,20,82,5,2,5
20,76,8.2,76,69,7.2,19,74,6,1,4
3,47,5.2,33,33,5.0,2,13,2,1,2
30,96,8.3,77,75,7.2,22,99,6,2,5
8,70,6.1,56,41,6.7,13,45,1,2,3
14,65,5.0,55,31,7.0,10,42,5,1,3
29,92,7.4,70,55,7.8,20,81,5,2,4
8,53,4.5,33,33,4.2,8,34,1,1,2
2,57,5.3,44,37,5.3,5,38,1,0,2
27,94,8.4,79,72,8.2,21,74,8,1,5
37,93,10.0,86,70,7.3,22,78,6,1,5
16,69,5.5,53,44,6.2,5,48,5,1,3
20,93,7.8,64,63,7.7,18,86,7,0,4
36,99,9.9,91,98,7.8,20,98,10,2,5
2,53,3.9,25,8,4.5,10,43,0,0,2
18,74,5.0,57,58,6.2,6,41,4,1,3
20,68,5.9,51,50,6.6,6,53,1,2,3
18,68,6.1,48,48,6.0,12,48,5,1,3
30,91,7.8,79,79,7.9,11,83,7,2,4
27,84,7.4,78,74,7.8,21,76,7,0,4
8,80,6.6,52,54,6.9,4,51,4,1,3
26,75,7.1,67,63,7.4,10,75,2,1,4
7,79,7.0,46,41,6.0,13,62,2,2,3
30,87,6.8,61,59,6.8,9,62,4,2,4
19,76,5.4,47,49,5.7,12,61,5,1,3
10,51,4.3,47,31,4.0,6,31,1,0,2
39,100,9.8,77,77,7.2,24,96,5,1,5
5,57,3.3,49,20,5.8,2,43,1,0,2
10,61,4.8,48,16,5.4,2,10,3,0,2
20,77,5.3,48,35,5.6,6,62,3,2,3
6,46,3.0,45,28,5.3,8,5,2,0,2
9,50,4.2,30,16,4.5,1,36,0,0,2
20,90,8.0,64,66,7.5,14,81,5,1,4
35,92,8.5,90,74,7.5,23,100,8,2,5
10,71,6.8,58,35,6.7,10,65,2,2,3
5,59,5.3,25,18,5.0,1,45,1,1,2
8,75,5.3,62,52,6.7,5,56,2,2,3
19,85,7.8,63,50,6.6,17,86,6,1,4
30,97,9.1,81,91,8.9,27,87,5,2,5
9,63,4.8,44,12,5.6,4,18,2,0,2
6,48,3.4,42,34,4.2,1,38,1,1,2
34,92,8.8,75,77,7.8,29,87,4,2,5
35,90,9.6,92,95,8.4,27,83,4,1,5
24,80,7.6,65,55,7.8,19,61,5,2,4
15,91,7.3,66,70,7.9,15,71,3,0,4
5,55,4.8,33,25,4.4,7,33,1,0,2
19,60,6.6,52,46,5.9,13,53,2,0,3
2,43,5.0,47,9,5.8,1,3,2,0,2
37,98,9.2,81,77,8.0,30,87,6,2,5
8,60,3.5,37,25,4.0,2,29,2,0,2
28,92,9.1,76,100,7.6,24,97,7,1,5
39,93,8.1,76,80,8.1,28,91,9,2,5
10,66,6.4,64,51,6.8,6,45,5,0,3
6,60,3.1,44,13,5.5,5,0,0,0,2
28,95,9.7,97,93,7.8,26,94,9,2,5
6,57,5.3,33,13,5.0,3,35,1,1,2
31,89,9.4,91,73,8.7,29,80,9,2,5
4,61,4.5,23,6,5.0,1,20,1,1,2
18,79,8.5,78,65,6.7,19,63,7,2,4
36,99,10.0,78,75,8.3,27,75,8,1,5
6,58,3.5,40,2,4.8,3,48,1,0,2
18,70,5.9,63,48,5.5,14,52,2,0,3
10,44,3.6,29,10,4.9,10,1,1,0,2
13,77,6.8,45,60,5.6,14,69,4,1,3
18,76,8.3,77,67,6.8,15,70,4,2,4
37,99,9.5,88,77,7.2,21,99,6,2,5
7,40,5.3,40,23,4.1,1,15,2,0,2
35,91,9.0,96,78,8.5,23,89,10,2,5
4,48,4.3,28,34,5.1,7,9,0,0,2
9,80,6.5,47,35,6.1,12,65,5,1,3
38,96,9.1,90,100,7.6,24,76,7,2,5
3,43,5.0,29,19,5.1,4,47,0,1,2
29,92,8.4,100,78,7.8,24,76,9,2,5
32,95,8.7,85,97,8.1,30,99,4,2,5
28,84,8.4,80,74,6.5,18,81,2,1,4
22,91,8.0,65,53,6.9,20,69,6,0,4
10,73,6.6,48,35,6.6,11,68,4,1,3
5,48,4.2,33,9,4.9,3,23,2,0,2
19,87,7.2,61,58,7.7,15,65,5,2,4
23,86,6.9,64,62,7.1,11,70,4,1,4
15,60,5.6,49,31,6.2,7,69,1,2,3
18,77,6.8,64,53,5.6,8,68,2,0,3
3,64,3.2,30,23,5.3,1,32,1,1,2
24,93,9.6,94,78,8.6,30,86,4,2,5
9,58,5.3,41,38,4.3,7,8,2,0,2
27,81,8.3,59,61,6.6,11,67,7,2,4
35,95,8.2,94,84,7.5,23,89,5,2,5
19,76,6.3,59,30,6.3,13,63,4,2,3
3,44,5.0,30,25,4.4,6,28,1,1,2
27,82,8.1,65,54,6.5,14,78,4,2,4
18,71,5.6,46,43,6.6,9,41,2,0,3
25,87,8.5,67,55,7.1,15,64,6,1,4
16,85,7.8,76,54,8.0,15,68,3,2,4
34,94,9.2,82,77,8.0,26,96,5,2,5
10,80,5.8,54,37,7.0,11,51,3,1,3
5,64,3.9,31,17,4.8,2,1,3,1,2
15,77,6.7,77,52,8.1,10,63,7,2,4
5,59,3.4,42,31,5.9,10,31,2,0,2
39,90,8.9,90,86,7.7,28,82,4,1,5
